#,Name (Original),Name,Team,PF,Conference,Division,Abbreviation,Name (Team),Year,Position,Team G Played,Qualified,G,GS,W,L,SV,CG,IP,AB,H,H/9,R,ER,BB,BB/9,K,K/9,K/BB,ERA,WHIP,FIP,E-F,ERA+,ERA-,WP,HBP,BK,SF,SH,1B,2B,3B,HR,TB,AVG,OBP,SLG,OPS
90,"Cayden
                                                                        Robinson",Cayden Robinson,Chillicothe Paints,1.386,Eastern,Northeast,CHI,Cayden Robinson (CHI),Fr,RHP,56,No,6,1,1,0,2,0,15,53,10,6,8,8,6,3.6,15,9,2.5,4.8,1.07,5.98,-1.18,166,51,0,3,0,1,0,6,2,0,2,18,0.189,0.302,0.34,0.641
13,"Jackson
                                                                        Marbet",Jackson Marbet,Full Count Rhythm,1.031,Eastern,Central,FCR,Jackson Marbet (FCR),So,RHP,55,No,10,0,1,1,0,0,15,61,17,10.2,19,15,17,10.2,13,7.8,0.76,9,2.27,9.72,-0.72,66,152,2,5,1,1,0,11,3,0,3,29,0.279,0.464,0.475,0.94
16,"Drew
                                                                        Duckhorn",Drew Duckhorn,Clinton LumberKings,0.987,Western,Northwest,CLN,Drew Duckhorn (CLN),So,LHP,54,No,8,4,0,1,0,0,15,63,18,10.8,24,23,18,10.8,14,8.4,0.78,13.8,2.4,8.92,4.88,41,243,4,5,0,1,0,13,3,0,2,27,0.286,0.471,0.429,0.9
9,"Anthony
                                                                        Jerrell",Anthony Jerrell,REX Baseball,1.071,Eastern,Central,TER,Anthony Jerrell (TER),So,RHP,55,No,9,1,1,0,0,0,15,55,16,9.6,20,18,13,7.8,9,5.4,0.69,10.8,1.93,9.18,1.62,57,174,3,8,1,3,1,10,3,1,2,27,0.291,0.468,0.491,0.959
99,"Jackson
                                                                        Yarberry",Jackson Yarberry,O'Fallon Hoots,1.04,Western,South,OFL,Jackson Yarberry (OFL),Fr,RHP,56,No,3,3,1,0,0,0,15,48,5,3,3,1,7,4.2,19,11.4,2.71,0.6,0.8,3.32,-2.72,997,10,2,0,0,0,0,4,1,0,0,6,0.104,0.218,0.125,0.343
99,"Jimmy
                                                                        McCarthy",Jimmy McCarthy,Burlington Bees,1.081,Western,Northwest,BRL,Jimmy McCarthy (BRL),So,RHP,56,No,7,0,0,1,0,0,14.67,54,15,9.2,26,24,20,12.27,17,10.43,0.85,14.73,2.39,8.13,6.6,42,235,4,5,0,5,0,9,5,0,1,23,0.278,0.476,0.426,0.902
26,"Henry
                                                                        Rouch",Henry Rouch,Illinois Valley Pistol Shrimp,1.089,Western,Northwest,IVY,Henry Rouch (IVY),Fr,RHP,56,No,10,2,0,1,0,0,14.67,48,11,6.75,15,15,18,11.04,11,6.75,0.61,9.2,1.98,8.95,0.25,68,146,3,7,0,1,0,9,1,0,1,15,0.229,0.486,0.313,0.799
40,"Kyler
                                                                        Miritello",Kyler Miritello,Illinois Valley Pistol Shrimp,1.089,Western,Northwest,IVY,Kyler Miritello (IVY),Fr,RHP,56,No,12,1,3,0,2,0,14.67,46,5,3.07,10,8,23,14.11,28,17.18,1.22,4.91,1.91,5.34,-0.43,128,78,5,0,0,1,2,5,0,0,0,5,0.109,0.4,0.109,0.509
99,"Dylan
                                                                        Mannino",Dylan Mannino,Alton River Dragons,1.06,Western,South,ALT,Dylan Mannino (ALT),Fr,RHP,53,No,5,5,0,3,0,0,14.33,69,29,18.21,25,22,14,8.79,11,6.91,0.79,13.81,3,8.08,5.73,44,226,0,2,1,1,0,17,9,1,2,46,0.42,0.523,0.667,1.19
95,"Noah
                                                                        Williamson",Noah Williamson,Chillicothe Paints,1.386,Eastern,Northeast,CHI,Noah Williamson (CHI),Jr,P,56,No,3,2,2,0,0,0,14.33,55,14,8.79,3,1,4,2.51,16,10.05,4,0.63,1.26,3.06,-2.43,1265,7,1,0,0,1,0,12,2,0,0,16,0.255,0.3,0.291,0.591
90,"Jay
                                                                        Dill",Jay Dill,Lafayette Aviators,1.069,Eastern,Northeast,LAF,Jay Dill (LAF),Jr,RHP,56,No,3,3,1,0,0,0,14.33,51,11,6.91,5,5,7,4.4,21,13.19,3,3.14,1.26,3.82,-0.68,196,51,0,4,0,0,0,8,2,1,0,15,0.216,0.355,0.294,0.649
2,"Hayden
                                                                        Wilson",Hayden Wilson,O'Fallon Hoots,1.04,Western,South,OFL,Hayden Wilson (OFL),So,RHP,56,No,5,2,0,3,0,0,14.33,62,22,13.82,11,11,2,1.26,3,1.88,1.5,6.91,1.67,6.68,0.23,87,115,0,2,0,0,0,14,6,0,2,34,0.355,0.394,0.548,0.942
34,"Wyatt
                                                                        Brown",Wyatt Brown,O'Fallon Hoots,1.04,Western,South,OFL,Wyatt Brown (OFL),Fr,RHP,56,No,9,1,0,1,0,0,14.33,62,20,12.56,22,20,16,10.05,20,12.56,1.25,12.56,2.51,9.96,2.6,48,210,4,2,0,0,0,11,4,0,5,39,0.323,0.475,0.629,1.104
8,"Brady
                                                                        Richards",Brady Richards,Burlington Bees,1.081,Western,Northwest,BRL,Brady Richards (BRL),So,RHP,56,No,5,1,1,1,0,0,14,60,22,14.14,16,16,15,9.64,7,4.5,0.47,10.29,2.64,6.88,3.41,60,164,4,1,0,0,0,16,6,0,0,28,0.367,0.5,0.467,0.967
24,"Stone
                                                                        Simmons",Stone Simmons,Danville Dans,0.869,Eastern,Central,DAN,Stone Simmons (DAN),Jr,RHP,56,No,4,4,1,0,0,0,14,51,9,5.79,2,0,3,1.93,24,15.43,8,0,0.86,1.88,-1.88,1500,0,3,1,0,0,0,7,2,0,0,11,0.176,0.236,0.216,0.452
29,"Cayman
                                                                        Huntsman",Cayman Huntsman,Dubois County Bombers,0.908,Eastern,Central,DUB,Cayman Huntsman (DUB),Fr,RHP,54,No,12,1,2,0,0,0,14,66,27,17.36,22,22,15,9.64,12,7.71,0.8,14.14,3,10.52,3.62,37,268,3,4,0,2,0,18,4,1,4,45,0.409,0.529,0.682,1.211
6,"Hayden
                                                                        Vickroy",Hayden Vickroy,Clinton LumberKings,0.987,Western,Northwest,CLN,Hayden Vickroy (CLN),So,RHP,54,No,10,0,2,2,0,0,14,54,14,9,12,10,8,5.14,7,4.5,0.88,6.43,1.57,7.24,-0.81,88,113,0,1,1,0,0,8,2,2,2,26,0.259,0.365,0.481,0.847
99,"Kyle
                                                                        Lehmann",Kyle Lehmann,Clinton LumberKings,0.987,Western,Northwest,CLN,Kyle Lehmann (CLN),Sr,P,54,No,2,2,2,0,0,0,14,52,11,7.07,5,5,2,1.29,11,7.07,5.5,3.21,0.93,4.24,-1.03,177,57,0,0,0,1,0,9,1,0,1,15,0.212,0.236,0.288,0.525
20,"Toby
                                                                        Schriefer",Toby Schriefer,Normal CornBelters,0.884,Eastern,Central,NOR,Toby Schriefer (NOR),Fr,RHP,54,No,8,0,2,0,2,0,14,47,6,3.86,3,2,6,3.86,14,9,2.33,1.29,0.86,3.74,-2.45,394,25,1,0,0,2,0,6,0,0,0,6,0.128,0.218,0.128,0.346
12,"Luka
                                                                        Zakman",Luka Zakman,Normal CornBelters,0.884,Eastern,Central,NOR,Luka Zakman (NOR),So,RHP,54,No,2,2,2,0,0,1,14,49,6,3.86,4,2,2,1.29,7,4.5,3.5,1.29,0.57,5.02,-3.73,394,25,0,1,0,0,0,5,0,0,1,9,0.122,0.173,0.184,0.357
99,"Dalton
                                                                        Hitt",Dalton Hitt,Thrillville Thrillbillies,0.966,Western,South,THR,Dalton Hitt (THR),Jr,LHP,54,No,8,0,3,0,1,0,14,57,18,11.57,20,16,15,9.64,15,9.64,1,10.29,2.36,7.81,2.48,54,185,7,2,0,0,0,12,4,0,2,28,0.316,0.473,0.491,0.964
24,"Charlie
                                                                        Schafer",Charlie Schafer,Champion City Kings,0.956,Eastern,Northeast,CCY,Charlie Schafer (CCY),Jr,RHP,56,No,6,0,2,0,0,0,13.67,55,15,9.88,6,6,5,3.29,15,9.88,3,3.95,1.46,3.35,0.6,139,72,3,0,0,0,0,8,7,0,0,22,0.273,0.333,0.4,0.733
99,"Mike
                                                                        Sokol",Mike Sokol,Thrillville Thrillbillies,0.966,Western,South,THR,Mike Sokol (THR),Jr,RHP,54,No,4,3,2,1,0,0,13.67,51,16,10.53,6,6,6,3.95,12,7.9,2,3.95,1.61,4.23,-0.28,141,71,3,1,0,1,0,14,2,0,0,18,0.314,0.39,0.353,0.743
95,"Soren
                                                                        Strombeck",Soren Strombeck,Champion City Kings,0.956,Eastern,Northeast,CCY,Soren Strombeck (CCY),Fr,RHP,56,No,8,1,0,1,0,0,13.33,69,29,19.58,30,26,17,11.48,11,7.42,0.65,17.55,3.45,13.08,4.47,31,319,4,7,0,0,1,17,6,1,5,52,0.42,0.57,0.754,1.324
37,"Luke
                                                                        Swanger",Luke Swanger,Champion City Kings,0.956,Eastern,Northeast,CCY,Luke Swanger (CCY),Jr,RHP,56,No,11,1,1,2,0,0,13.33,64,26,17.55,20,16,7,4.73,6,4.05,0.86,10.8,2.48,8.2,2.6,51,196,4,5,0,2,0,19,5,0,2,37,0.406,0.487,0.578,1.065
99,"Aidan
                                                                        Dorsch",Aidan Dorsch,Danville Dans,0.869,Eastern,Central,DAN,Aidan Dorsch (DAN),Fr,RHP,56,No,8,0,1,2,0,0,13.33,55,16,10.8,21,17,11,7.43,15,10.13,1.36,11.47,2.02,6.25,5.22,44,225,2,7,1,0,0,9,4,3,0,26,0.291,0.466,0.473,0.938
99,"Scott
                                                                        Templeton",Scott Templeton,Johnstown Mill Rats,0.872,Eastern,Northeast,JNT,Scott Templeton (JNT),Jr,LHP,56,No,5,3,0,2,0,0,13.33,52,14,9.45,11,8,5,3.38,9,6.07,1.8,5.4,1.43,5.88,-0.48,93,106,2,3,0,1,2,11,2,0,1,19,0.269,0.361,0.365,0.726
36,"Elijah
                                                                        Green",Elijah Green,Clinton LumberKings,0.987,Western,Northwest,CLN,Elijah Green (CLN),So,RHP,54,No,6,0,0,0,0,0,13.33,52,14,9.45,11,5,11,7.43,8,5.4,0.73,3.38,1.88,7.83,-4.45,168,60,2,5,0,0,0,11,2,0,1,19,0.269,0.441,0.365,0.807
17,"Kolton
                                                                        Floor",Kolton Floor,Illinois Valley Pistol Shrimp,1.089,Western,Northwest,IVY,Kolton Floor (IVY),Fr,RHP,56,No,10,0,1,2,0,0,13.33,56,22,14.85,21,20,14,9.45,2,1.35,0.14,13.5,2.7,10.83,2.67,46,214,3,7,0,2,0,15,4,1,2,34,0.393,0.544,0.607,1.151
72,"Evan
                                                                        Clark",Evan Clark,Illinois Valley Pistol Shrimp,1.089,Western,Northwest,IVY,Evan Clark (IVY),Jr,LHP,56,No,7,3,1,1,1,0,13.33,45,9,6.08,8,7,13,8.78,24,16.2,1.85,4.73,1.65,5.2,-0.47,132,75,2,2,0,1,1,4,4,0,1,16,0.2,0.393,0.356,0.749
22,"Christian
                                                                        Pownall",Christian Pownall,O'Fallon Hoots,1.04,Western,South,OFL,Christian Pownall (OFL),Fr,LHP,56,No,3,3,1,1,0,0,13.33,50,9,6.08,8,8,9,6.08,11,7.42,1.22,5.4,1.35,5.28,0.12,111,90,3,2,1,0,0,8,1,0,0,10,0.18,0.328,0.2,0.528
90,"Jacob
                                                                        Hammer",Jacob Hammer,Alton River Dragons,1.06,Western,South,ALT,Jacob Hammer (ALT),Sr,RHP,53,No,11,0,0,1,0,0,13,49,16,11.08,9,8,7,4.85,8,5.54,1.14,5.54,1.77,6.07,-0.53,110,91,1,1,0,0,0,13,2,0,1,21,0.327,0.421,0.429,0.85
5,"Tyler
                                                                        Mendez",Tyler Mendez,Chillicothe Paints,1.386,Eastern,Northeast,CHI,Tyler Mendez (CHI),So,OF,56,No,9,0,0,0,1,0,13,45,12,8.31,16,15,17,11.77,7,4.85,0.41,10.38,2.23,9.22,1.16,77,111,6,4,1,0,0,9,2,0,1,17,0.267,0.5,0.378,0.878
99,"Vinny
                                                                        Mauro",Vinny Mauro,Burlington Bees,1.081,Western,Northwest,BRL,Vinny Mauro (BRL),So,RHP,56,No,7,1,0,1,0,0,13,59,17,11.77,20,15,14,9.69,12,8.31,0.86,10.38,2.38,9.53,0.85,60,166,10,3,1,0,0,12,2,0,3,28,0.288,0.447,0.475,0.922
99,"Jacob
                                                                        Parks",Jacob Parks,Danville Dans,0.869,Eastern,Central,DAN,Jacob Parks (DAN),So,RHP,56,No,4,3,0,0,0,0,13,47,7,4.85,5,4,13,9,16,11.08,1.23,2.77,1.54,5.68,-2.91,180,54,2,3,0,0,0,5,2,0,0,9,0.149,0.365,0.191,0.557
53,"Isaac
                                                                        Vedder",Isaac Vedder,Cape Catfish,1.049,Western,South,CGR,Isaac Vedder (CGR),So,RHP,55,No,13,0,0,0,0,0,13,41,2,1.38,10,9,19,13.15,12,8.31,0.63,6.23,1.62,7.68,-1.45,97,103,8,3,0,0,0,2,0,0,0,2,0.049,0.381,0.049,0.43
99,"James
                                                                        Fordham",James Fordham,Full Count Rhythm,1.031,Eastern,Central,FCR,James Fordham (FCR),Fr,RHP,55,No,8,3,1,2,0,0,13,49,13,9,13,13,17,11.77,20,13.85,1.18,9,2.31,5.53,3.47,66,152,7,1,3,0,1,12,1,0,0,14,0.265,0.463,0.286,0.748
12,"Ryan
                                                                        Pehrson",Ryan Pehrson,Lafayette Aviators,1.069,Eastern,Northeast,LAF,Ryan Pehrson (LAF),Jr,RHP,56,No,6,1,0,2,0,0,13,62,27,18.69,19,18,6,4.15,9,6.23,1.5,12.46,2.54,5.45,7.01,49,202,2,0,0,1,0,16,7,3,1,43,0.435,0.478,0.694,1.172
32,"Ty
                                                                        Johnson",Ty Johnson,Jackson Rockabillys,0.871,Western,South,JAX,Ty Johnson (JAX),SO,RHP,55,No,2,2,1,0,0,1,13,56,15,10.38,11,10,2,1.38,6,4.15,3,6.92,1.31,5.45,1.47,72,136,2,2,0,1,0,10,4,0,1,22,0.268,0.311,0.393,0.704
99,"Zach
                                                                        Leuschen",Zach Leuschen,Burlington Bees,1.081,Western,Northwest,BRL,Zach Leuschen (BRL),Fr,LHP,56,No,10,0,1,1,0,0,12.67,63,27,19.18,20,20,5,3.55,9,6.39,1.8,14.21,2.53,6.27,7.94,44,227,2,0,1,1,1,14,11,0,2,44,0.429,0.464,0.698,1.162
24,"Payton
                                                                        Knoll",Payton Knoll,Illinois Valley Pistol Shrimp,1.089,Western,Northwest,IVY,Payton Knoll (IVY),Fr,LHP,56,No,9,2,0,0,0,0,12.67,47,8,5.68,18,14,18,12.79,11,7.82,0.61,9.95,2.05,8.63,1.32,63,158,3,7,1,0,0,3,4,1,0,14,0.17,0.458,0.298,0.756
99,"Max
                                                                        Shelburn",Max Shelburn,Thrillville Thrillbillies,0.966,Western,South,THR,Max Shelburn (THR),So,RHP,54,No,7,0,1,0,0,0,12.67,45,11,7.81,7,6,3,2.13,8,5.68,2.67,4.26,1.11,6.82,-2.56,130,77,0,8,1,0,0,7,3,0,1,17,0.244,0.393,0.378,0.771
49,"Noah
                                                                        Shapo",Noah Shapo,Chillicothe Paints,1.386,Eastern,Northeast,CHI,Noah Shapo (CHI),Fr,LHP,56,No,6,0,1,0,0,0,12.33,53,17,12.41,8,7,7,5.11,15,10.95,2.14,5.11,1.95,4.78,0.33,156,55,0,0,1,0,0,12,2,2,1,26,0.321,0.4,0.491,0.891
13,"Griffin
                                                                        Hallahan",Griffin Hallahan,Danville Dans,0.869,Eastern,Central,DAN,Griffin Hallahan (DAN),So,LHP,56,No,4,2,0,1,0,0,12.33,50,17,12.41,9,9,8,5.84,14,10.22,1.75,6.57,2.03,4.13,2.44,76,129,0,0,0,2,0,14,3,0,0,20,0.34,0.417,0.4,0.817
32,"Connor
                                                                        Pierce",Connor Pierce,Cape Catfish,1.049,Western,South,CGR,Connor Pierce (CGR),Fr,LHP,55,No,8,1,0,0,0,0,12.33,42,5,3.65,2,2,15,10.95,11,8.03,0.73,1.46,1.62,7.61,-6.15,413,24,1,1,0,0,0,2,1,1,1,11,0.119,0.362,0.262,0.624
99,"Zach
                                                                        Haygood",Zach Haygood,Thrillville Thrillbillies,0.966,Western,South,THR,Zach Haygood (THR),Jr,RHP,54,No,9,0,3,0,3,0,12.33,43,9,6.57,5,4,2,1.46,11,8.03,5.5,2.92,0.89,4.45,-1.53,190,52,1,1,0,0,1,5,3,0,1,15,0.209,0.261,0.349,0.61
99,"Jack
                                                                        Helms",Jack Helms,Danville Dans,0.869,Eastern,Central,DAN,Jack Helms (DAN),Fr,RHP,56,No,2,2,1,0,0,0,12,42,7,5.25,6,6,3,2.25,8,6,2.67,4.5,0.83,6.78,-2.28,111,88,0,3,0,1,0,3,0,2,2,17,0.167,0.265,0.405,0.67
30,"Raleigh
                                                                        Claunch",Raleigh Claunch,Full Count Rhythm,1.031,Eastern,Central,FCR,Raleigh Claunch (FCR),So,RHP,55,No,8,0,0,0,0,0,12,45,12,9,5,5,8,6,10,7.5,1.25,3.75,1.67,6.03,-2.28,158,63,0,5,0,0,1,9,3,0,0,15,0.267,0.431,0.333,0.764
33,"Sam
                                                                        Corbett",Sam Corbett,Lafayette Aviators,1.069,Eastern,Northeast,LAF,Sam Corbett (LAF),Sr,LHP,56,No,7,0,0,0,0,0,12,49,14,10.5,7,6,1,0.75,12,9,12,4.5,1.25,3.78,0.72,137,73,0,0,0,2,0,10,1,2,1,22,0.286,0.288,0.449,0.737
99,"Cole
                                                                        Evans",Cole Evans,Jackson Rockabillys,0.871,Western,South,JAX,Cole Evans (JAX),Fr,RHP,55,No,6,3,1,1,0,0,12,54,20,15,35,30,24,18,14,10.5,0.58,22.5,3.67,9.87,12.63,22,441,4,7,0,2,0,15,5,0,0,25,0.37,0.586,0.463,1.049
99,"Zach
                                                                        Sims",Zach Sims,Thrillville Thrillbillies,0.966,Western,South,THR,Zach Sims (THR),Fr,LHP,54,No,4,3,0,0,0,0,12,44,8,6,4,4,2,1.5,23,17.25,11.5,3,0.83,1.12,1.88,185,54,3,0,3,0,0,6,1,1,0,11,0.182,0.217,0.25,0.467
34,"Vitaly
                                                                        DiBlasi",Vitaly DiBlasi,Chillicothe Paints,1.386,Eastern,Northeast,CHI,Vitaly DiBlasi (CHI),Fr,RHP,56,No,5,2,0,4,0,0,11.67,46,13,10.03,13,13,11,8.48,7,5.4,0.64,10.03,2.06,8.48,1.55,79,107,1,5,0,0,1,8,2,2,1,22,0.283,0.468,0.478,0.946
41,"Spencer
                                                                        Maley",Spencer Maley,Johnstown Mill Rats,0.872,Eastern,Northeast,JNT,Spencer Maley (JNT),Sr,LHP,56,No,11,0,2,0,0,0,11.67,43,9,6.94,2,2,6,4.63,11,8.49,1.83,1.54,1.29,5.22,-3.68,326,30,1,0,0,0,0,6,2,0,1,14,0.209,0.306,0.326,0.632
99,"Ian
                                                                        Dittmer",Ian Dittmer,Clinton LumberKings,0.987,Western,Northwest,CLN,Ian Dittmer (CLN),Fr,RHP,54,No,8,0,0,0,0,0,11.67,44,12,9.25,16,15,13,10.03,14,10.8,1.08,11.57,2.14,7.79,3.78,49,204,2,5,0,1,0,9,2,0,1,17,0.273,0.476,0.386,0.863
99,"Cameron
                                                                        Marchi",Cameron Marchi,Cape Catfish,1.049,Western,South,CGR,Cameron Marchi (CGR),So,RHP,55,No,10,0,2,3,0,0,11.33,44,10,7.94,12,7,5,3.97,13,10.32,2.6,5.56,1.32,6.04,-0.48,109,92,1,1,1,0,0,4,3,1,2,21,0.227,0.32,0.477,0.797
14,"Brady
                                                                        Banker",Brady Banker,Normal CornBelters,0.884,Eastern,Central,NOR,Brady Banker (NOR),So,LHP,54,No,6,1,1,1,0,0,11.33,40,7,5.56,4,2,9,7.15,16,12.71,1.78,1.59,1.41,4.01,-2.42,320,31,3,0,0,0,0,6,1,0,0,8,0.175,0.327,0.2,0.527
99,"Carson
                                                                        French",Carson French,Springfield Lucky Horseshoes,0.926,Western,Northwest,SPR,Carson French (SPR),Fr,RHP,55,No,3,2,0,0,0,0,11.33,49,17,13.5,13,12,8,6.35,12,9.53,1.5,9.53,2.21,4.72,4.81,56,178,3,1,0,0,0,13,4,0,0,21,0.347,0.448,0.429,0.877
99,"Conner
                                                                        Lutes",Conner Lutes,Springfield Lucky Horseshoes,0.926,Western,Northwest,SPR,Conner Lutes (SPR),Jr,RHP,55,No,8,0,0,1,0,0,11.33,58,23,18.27,23,17,7,5.56,11,8.74,1.57,13.5,2.65,9.13,4.37,39,252,1,5,0,0,0,18,2,0,3,34,0.397,0.5,0.586,1.086
36,"Ethan
                                                                        Bell",Ethan Bell,Thrillville Thrillbillies,0.966,Western,South,THR,Ethan Bell (THR),Sr,RHP,54,No,8,0,0,1,1,0,11.33,50,15,11.92,11,8,8,6.35,12,9.53,1.5,6.35,2.03,6.13,0.22,88,114,3,2,0,0,0,11,3,0,1,21,0.3,0.417,0.42,0.837
27,"Anthony
                                                                        Ribes",Anthony Ribes,Alton River Dragons,1.06,Western,South,ALT,Anthony Ribes (ALT),Jr,RHP,53,No,3,3,0,1,0,0,11,38,12,9.82,10,10,8,6.55,2,1.64,0.25,8.18,1.82,7.36,0.82,75,134,3,4,0,0,2,9,3,0,0,15,0.316,0.48,0.395,0.875
41,"Jack
                                                                        Gazdacka",Jack Gazdacka,Alton River Dragons,1.06,Western,South,ALT,Jack Gazdacka (ALT),So,IF,53,No,11,0,1,0,0,0,11,52,20,16.36,16,13,9,7.36,5,4.09,0.56,10.64,2.64,7.63,3.01,57,174,1,6,0,0,0,13,6,1,0,28,0.385,0.522,0.538,1.061
99,"Owen
                                                                        Puk",Owen Puk,Clinton LumberKings,0.987,Western,Northwest,CLN,Owen Puk (CLN),So,RHP,54,No,4,2,1,0,0,0,11,43,9,7.36,7,5,3,2.45,16,13.09,5.33,4.09,1.09,3.18,0.91,139,72,4,3,0,0,0,8,1,0,0,10,0.209,0.306,0.233,0.539
99,"Christian
                                                                        Brown",Christian Brown,REX Baseball,1.071,Eastern,Central,TER,Christian Brown (TER),Fr,LHP,55,No,7,0,0,1,0,0,11,41,9,7.36,7,5,11,9,15,12.27,1.36,4.09,1.82,5.27,-1.18,151,66,2,2,0,0,0,8,1,0,0,10,0.22,0.407,0.244,0.651
40,"Alex
                                                                        Esker",Alex Esker,O'Fallon Hoots,1.04,Western,South,OFL,Alex Esker (OFL),Jr,LHP,56,No,8,0,1,1,0,0,11,45,8,6.55,8,2,8,6.55,18,14.73,2.25,1.64,1.45,3.63,-1.99,365,27,1,1,0,0,0,5,3,0,0,11,0.178,0.315,0.244,0.559
99,"Eddie
                                                                        Ahearn",Eddie Ahearn,O'Fallon Hoots,1.04,Western,South,OFL,Eddie Ahearn (OFL),Fr,C,56,No,5,0,0,0,0,0,11,46,13,10.64,4,4,2,1.64,9,7.36,4.5,3.27,1.36,6,-2.73,183,55,0,1,0,0,0,10,1,0,2,20,0.283,0.327,0.435,0.761
39,"Tyler
                                                                        Welch",Tyler Welch,Clinton LumberKings,0.987,Western,Northwest,CLN,Tyler Welch (CLN),So,RHP,54,No,4,0,2,1,0,0,10.67,43,10,8.43,6,5,5,4.22,10,8.44,2,4.22,1.41,4.26,-0.04,135,74,2,1,0,2,0,9,1,0,0,11,0.233,0.314,0.256,0.57
99,"Lane
                                                                        Lorton",Lane Lorton,Springfield Lucky Horseshoes,0.926,Western,Northwest,SPR,Lane Lorton (SPR),Fr,RHP,55,No,6,3,0,2,0,0,10.67,39,11,9.28,22,16,21,17.71,8,6.75,0.38,13.5,3,11.76,1.74,39,252,3,6,0,2,0,8,2,0,1,16,0.282,0.559,0.41,0.969
99,"Ben
                                                                        Tedesco",Ben Tedesco,Thrillville Thrillbillies,0.966,Western,South,THR,Ben Tedesco (THR),So,RHP,54,No,6,0,3,0,0,0,10.67,38,6,5.06,2,2,0,0,12,10.13,0,1.69,0.56,2.2,-0.51,329,30,2,0,0,1,0,5,1,0,0,7,0.158,0.154,0.184,0.338
89,"Clay
                                                                        Gadbois",Clay Gadbois,Danville Dans,0.869,Eastern,Central,DAN,Clay Gadbois (DAN),Fr,RHP,56,No,2,2,1,1,0,0,10.33,45,15,13.07,4,4,3,2.61,10,8.71,3.33,3.48,1.74,4.26,-0.78,144,68,0,3,0,0,0,13,2,0,0,17,0.333,0.412,0.378,0.79
99,"Jake
                                                                        Murphy",Jake Murphy,Danville Dans,0.869,Eastern,Central,DAN,Jake Murphy (DAN),Fr,LHP,56,No,10,0,2,0,0,0,10.33,36,8,6.97,13,12,17,14.81,12,10.45,0.71,10.45,2.42,7.65,2.8,48,205,1,2,0,1,0,5,3,0,0,11,0.222,0.482,0.306,0.788
99,"Justin
                                                                        Spencer",Justin Spencer,Dubois County Bombers,0.908,Eastern,Central,DUB,Justin Spencer (DUB),Fr,RHP,54,No,7,0,0,0,0,0,10.33,48,20,17.42,15,13,4,3.48,5,4.35,1.25,11.32,2.32,9.58,1.74,46,215,2,4,0,3,0,13,4,0,3,33,0.417,0.475,0.688,1.162
8,"Ryne
                                                                        Willard",Ryne Willard,Normal CornBelters,0.884,Eastern,Central,NOR,Ryne Willard (NOR),So,LHP,54,No,12,1,0,2,0,0,10.33,38,12,10.45,8,8,11,9.58,10,8.71,0.91,6.97,2.23,7.84,-0.87,73,135,0,3,0,0,1,8,3,0,1,18,0.316,0.5,0.474,0.974
99,"Joshua
                                                                        Cunningham",Joshua Cunningham,O'Fallon Hoots,1.04,Western,South,OFL,Joshua Cunningham (OFL),Fr,RHP,56,No,6,0,1,1,0,0,10.33,40,11,9.58,4,4,4,3.48,15,13.06,3.75,3.48,1.45,5.52,-2.04,172,58,0,1,0,1,1,6,3,0,2,20,0.275,0.348,0.5,0.848
32,"Cody
                                                                        Luttrell",Cody Luttrell,Thrillville Thrillbillies,0.966,Western,South,THR,Cody Luttrell (THR),Fr,LHP,54,No,7,0,0,0,0,0,10.33,48,16,13.94,17,15,7,6.1,8,6.97,1.14,13.06,2.23,6.77,6.29,43,235,2,2,0,0,0,7,7,1,1,28,0.333,0.439,0.583,1.022
13,"Jordan
                                                                        Aguallo",Jordan Aguallo,Alton River Dragons,1.06,Western,South,ALT,Jordan Aguallo (ALT),Jr,RHP,53,No,5,0,1,0,0,0,10,40,9,8.1,7,5,4,3.6,8,7.2,2,4.5,1.3,5.65,-1.15,136,74,1,1,0,1,0,3,4,1,1,18,0.225,0.304,0.45,0.754
15,"Samuel
                                                                        Sethna",Samuel Sethna,Chillicothe Paints,1.386,Eastern,Northeast,CHI,Samuel Sethna (CHI),So,RHP,56,No,5,0,2,0,0,0,10,37,8,7.2,8,8,7,6.3,6,5.4,0.86,7.2,1.5,9.25,-2.05,111,77,4,0,0,2,0,4,1,0,3,18,0.216,0.326,0.486,0.813
35,"Bobby
                                                                        Fowler",Bobby Fowler,Dubois County Bombers,0.908,Eastern,Central,DUB,Bobby Fowler (DUB),Sr,RHP,54,No,7,0,0,0,0,0,10,36,11,9.9,13,11,8,7.2,1,0.9,0.13,9.9,1.9,8.75,1.15,53,188,3,7,0,2,0,8,1,2,0,16,0.306,0.491,0.444,0.935
26,"Hayden
                                                                        Scalf",Hayden Scalf,Dubois County Bombers,0.908,Eastern,Central,DUB,Hayden Scalf (DUB),Jr,RHP,54,No,4,1,0,1,0,0,10,48,18,16.2,12,11,5,4.5,6,5.4,1.2,9.9,2.3,7.65,2.25,53,188,2,1,1,0,0,13,3,0,2,27,0.375,0.444,0.563,1.007
99,"Jai
                                                                        Jensen",Jai Jensen,Clinton LumberKings,0.987,Western,Northwest,CLN,Jai Jensen (CLN),So,RHP,54,No,7,0,2,1,0,0,10,41,11,9.9,14,12,15,13.5,12,10.8,0.8,10.8,2.6,10.45,0.35,53,190,2,0,0,0,1,4,4,0,3,24,0.268,0.464,0.585,1.05
